place_id,place_name,review_rating,review_text,review_language,review_time,relative_time_description,author_name
ChIJAabxEa0adkgRYXT1YvPKT8o,McDonald's,5,"Fast friendly service.  Good atmosphere inside. The order was also correct.

There is plenty of indoor seating outdoors available, too. Lots of parking and electric car charging also.",en,1750679738,7 months ago,Chris T
ChIJAabxEa0adkgRYXT1YvPKT8o,McDonald's,1,"Ordered a drive in at around 10:30pm and the food honestly tasted way below par….tasted bitter and definitely refried a few times. Disappointed, never again.",en,1758110497,4 months ago,Samit Kapadia
ChIJAabxEa0adkgRYXT1YvPKT8o,McDonald's,1,"I came to eat fish o fillet burger meal with my cousin and her 1 year old baby ,
The burger never taste off in my whole life of having the burger from any other macdonald before .
The tartar sauce was off and horrible . They changed the burger but it taste the same .
Then we order without tartar sauce and the burger was better .
Please change your tartar sauce in macdonald here before anyone gets food poisoning , also the drinks taste like chemical .",en,1753738330,6 months ago,Marium Ali
ChIJAabxEa0adkgRYXT1YvPKT8o,McDonald's,1,"Very poor service.
The staff were extremely rude and unhelpful. The printers weren’t working, and instead of trying to help, the staff just ignored the issue. There was also a baby who needed milk warmed, and the staff couldn’t even help with that. The milk was cold, and no one seemed to care. Overall, very poor service and a disappointing experience",en,1767788517,a month ago,Roville Coelho
ChIJ53vBNJkRdkgROSjJ1GjhmUI,McDonald's,5,"McDonald’s never disappoints! The food is always fresh, consistent, and served quickly. Whether it’s their classic fries, a Mc plant , or a refreshing drink, you know exactly what you’re going to get every time. The staff here are friendly and efficient, making the experience smooth even when it’s busy. I also appreciate the clean dining area and how easy it is to grab something on the go. A reliable spot for a quick meal that always hits the spot!",en,1757883787,4 months ago,behrooz sorkheh
ChIJ53vBNJkRdkgROSjJ1GjhmUI,McDonald's,1,"This is what you get from staff here. No care or attention to detail with orders. Just churn it out and take our money. Cold soggy half a box of fries and a flat soft drink.
Well done",en,1769004454,2 weeks ago,Sammy Sams
ChIJ53vBNJkRdkgROSjJ1GjhmUI,McDonald's,4,"fair amount of parking as i think the majority of people use drive thru. when we came in it was primarily just eat drivers waiting for orders, maybe the odd people eating. our food came out sooo quickly! i had never experienced anything like it. it was also really yummy. however the toilets were a bit of a let down, not clean and very small. a random man and i touched backs multiple times trying to navigate our way through. an uncomfortable experience! however we did come for the food, so i can’t let the toilets ruin that…",en,1744098675,10 months ago,Lucky
ChIJ53vBNJkRdkgROSjJ1GjhmUI,McDonald's,5,"I want to highlight the excellent service I received from Vennti at McDonald’s. She is very good at her job, always nice, and incredibly kind. Her warm attitude and professionalism made my visit so much better. Thank you, Vennti, for your great service you truly make a difference!",en,1765517513,a month ago,Hassan Ahmadi salim
ChIJ53vBNJkRdkgROSjJ1GjhmUI,McDonald's,5,"Never review, but over the past couple years of me dropping by here on the way to work, I've never had a bad experience. I feel like I'm getting there early, groggy as anything, but for a place open 24 hours, everyone is always friendly and helpful. Thanks for smiling on my early mornings.",en,1769077799,2 weeks ago,Zoe Wakelam
ChIJn_q5b34RdkgRkkhQqKaKnhA,McDonald's,1,"Dhruv the manager tonight is unable to satisfy customers. 2-3 minutes on an oder turned to 10 and when speaking up he closed the window. Unreliable manager. When knocking an horning in th drive through, he ignored. Basic instructions of putting two mayo chickens in a separate bag were not followed either. All put in one bag. Atrocious behaviour. Unreliable staff absolutely disgusting. Dhruv is manager staff follow the manager so it explains why service will remain terrible.",en,1769747507,a week ago,Ravi Bagia
ChIJn_q5b34RdkgRkkhQqKaKnhA,McDonald's,5,"Excellent performance of the lady who cleans the dining room.
Extremely helpful for customers, oriented to detail with customers with kids and always maintaining tables and room tidy.
Raining is not a problem here. She will sign and dry the floor all over straight away.
This is the proactive type of work force we need…",en,1769675404,a week ago,costapeng
ChIJn_q5b34RdkgRkkhQqKaKnhA,McDonald's,1,"Good environment but very bad experience with food and service.
I ordered a Spicy Veggie Wrap and asked for red onion and spicy relish sauce only. Red onion was finished, which was fine — but what happened next was unbelievable.

The manager, Fawad (Asian male, in his 40s) took my half-eaten wrap inside the kitchen and came back holding it in his hand, asking if I wanted a quarter onion added! That’s not just unprofessional — it’s unhygienic.

When I tried to talk to him about it twice, he ignored me completely.
Really disappointed. Expected much better service from McDonald’s.",en,1762877984,2 months ago,Wildlife EPIC
ChIJn_q5b34RdkgRkkhQqKaKnhA,McDonald's,2,"I really didn’t want to leave a bad review, but I’ve reached my limit. On at leas 10 occasions, items were missing from my order — fries, dips, or even drinks. Sometimes the store was completely empty in the morning, yet it still took 10 minutes to prepare a single wrap.",en,1767422905,a month ago,Ozzy
ChIJn_q5b34RdkgRkkhQqKaKnhA,McDonald's,1,"I ordered a burger with just ketchup and onion and no cheese as I am lactose intolerant , and when I received my burger and it had cheese on it, I brought it back up for them to replace the burger with one without cheese. The Manager “I’m assuming” said to me, “ it comes with cheese that’s how it comes”  and I had specifically ordered it without cheese and it said so on my receipt and the sticker from the first burger they gave me. I have never came across a more arrogant and stuck up person in my life. Especially since I have a SEVERE allergy to cheese. I will definitely not be coming back and if you have any sort of food allergies do not come here as they do not care and will try to fight back with you. A complete disregard to peoples health. If it was someone with a nut allergy they would be in hospital right now.",en,1769372816,a week ago,Andrew Mc Kenna
ChIJXTsmX6ERdkgRTAAkHrtw8yk,McDonald's,1,"Review one:
Worst delivery ever, missing items, cold food and poorly put together. Order through the mcdonalds app and was unable to get effective series as the manager Ildiko said since the order left there store they cant check despite it being there job to check deliveries before they go out and telling me to contact uber eats with no contact info provided despite them not being my order service.

Second delivery:

Waited 40 minuited after placing order then they cancel3d ordered again and still no update i called and it was just ringing when trying ti call back it states line busy this is a joke

AVOID AT ALL COSTS",en,1750906522,7 months ago,adrian simmons
ChIJXTsmX6ERdkgRTAAkHrtw8yk,McDonald's,3,"Everything would be fine if everyone would act and work how they work when the manager with short hair is here.When she is here everyone got standards... if she gone everyone is gone with her.... there is no type of respect from the staff if I was acting like this with them I would the b... ch customer 🤣🤣🤣🤣

I rate that woman always there when she is there",en,1762174383,3 months ago,Heini Alexis
ChIJXTsmX6ERdkgRTAAkHrtw8yk,McDonald's,5,"excellent location for food specially if you in a hurry, all the staff has been really great and provide remarkable service. shout out to Suju for good service. definitely recommend this place !!",en,1763889930,2 months ago,Pallavi S
ChIJXTsmX6ERdkgRTAAkHrtw8yk,McDonald's,1,The burger doesn't have enough sauce and lettuce. My Chocolate Milkshake has salt in it. Everything smells disgusting. And plus the milkshake is chunky.,en,1737217322,a year ago,Om Patel
ChIJXTsmX6ERdkgRTAAkHrtw8yk,McDonald's,5,"Really nice service, I did not know her name but she really lights up my day, I only ordered a pick up order but she serve with a big smile and very warm attitude. Hope she has a great day❤️",en,1762010713,3 months ago,Anais Liu
ChIJMzElFMcbdkgRO-bf6r_46aI,McDonald's,2,"What a clown show this branch has become since the new owners took over the franchise!! Slow service, wrong orders  , unclean toilets with no soap or toilet paper on a regular basis, the floor covered in litter. Also the WiFi wasn't working for a number of months which meant the McDs App was difficult to use. The area manager and the staff said it was broken, in fact they lied and they had denied access to their WiFi by turning it off. This not the way to run a business.",en,1769071700,2 weeks ago,Chris Holmes
ChIJMzElFMcbdkgRO-bf6r_46aI,McDonald's,1,"absolutely awful service from their male manager. arrived there at 11:15, started ordering food on the counter, literally about to pay, when the manager interrupts saying he won’t be taking our order as they need to shut their store despite the sign saying last order is at 11:30. just straight up rude and unprofessional. screenshot shows i took the photo at 11:20 because we tried convincing him for 5 minutes to take our order.",en,1763422126,2 months ago,LJ
